Texto,Sentimiento
"@Santiag92615726 @sofiicerruti Igual y no se ría tanto que ese ""asesinato"" ya es legal en casos de violación y si está comprometida la salud de la persona gestante.

Sin mencionar que en la clandestinidad se hacen docenas de ""asesinatos"" tanto a fetos como a la persona que aborta (en muchos casos).",NEGATIVO
"Eh a ver pendejo/as ustedes no cogen o que, lo que dice benito en la letra esta hablando del acto sexual, jamas de una violación, jamas de violencia de genero, es SEXO pendejos🤦‍♂  #BadBunnyIsOverParty",NEGATIVO
#EstamosMamados y mamadas del abuso policial y su violación sistemática de los derechos humanos.,NEGATIVO
@CFonico @Brisa__Perez En ningún momento dije eso. Es no minimizar la violación de la cuarentena y admitir la responsabilidad por los actos.,NEUTRAL
"@AM_1080 Nadie se olvida @euclides_py !!nuestros bolsillos vacíos y cuentas vencidas nos lo recuerdan a cada minuto!! La indiferencia, corrupción y manipulación de las autoridades nos lo recuerdan, la violación a nuestras libertades individuales nos lo recuerdan! X favor! @MazzoleniJulio",POSITIVO
"@Juliococo Si por transición, no te quitan la moto o el carro por alguna violacion, pero no puedes mover el vehículo, entonces el vehículo estorba el libre tránsito, entonces la ley dice que se debe remolcar.",POSITIVO
"@Almagro_OEA2015 Toc toc. Almagro, hay una violación flagrante a los derechos humanos en EEUU. No te has enterado o te haces el pendejo con tus amos?",POSITIVO
@Cardozofacu10 Que puta sabes vos de acoso. De violación de quejas de victimas de mujeres muertas ! No sabes nada ! Anda y leé estadisticas .,NEGATIVO
"Qué pasa con esta queja, pues resulta que el @PRI_Nacional  
@PRIJALDiputados presentó una queja por exceso de gastos por parte de @EnriqueAlfaroR y 5 años después resolvieron que efectivamente hubo una violación por más de $80,000 pesos, ¿parece poco?, pero  la sanción ...",NEUTRAL
"Nunca me había molestado en investigar sobre el tema pero justo hoy leí que el aborto POR VIOLACIÓN, MALFORMACIÓN DEL FETO,ETC es legal en TODOS los estados de México. No sé porque siguen pidendo que les dejen matar a sus hijos nada más porque si.",NEUTRAL
@santaliss1029 Eso ya es Violacion 😂,NEGATIVO
"@jhlopez69 @Ale_Acosta211 No, me es suficiente con leer ""personas"" burlándose de la violación de niñas y lo único medio decente que se me ocurre es decirles que son excrementales.",POSITIVO
"#EstamosMamados Si la escasez no basta, si la indignación, el maltrato, la violación de los DH no bastan, si la oposición traidora no basta. Que no se mueran tus esperanzas. Es suficiente con salir millones de venezolanos un sólo día  a pedir la libertad. Que no te dobleguen.",NEUTRAL
@abogadosvenezu1 Qué violación de derechos del niño niña adolescente hasta dónde van a llegar,NEUTRAL
"@Dolphinpra @JavierNavarroja @gabrielboric Unos ejemplos :  Censura , creación de leyes represivas, violación de los DDHH ,control en la información etc .",POSITIVO
alguien me explica por qué en el Mobile Legends cada vez q termino una partida me aparece q cometí una violación grave???? q hago además de no saber jugar y morir +10 veces? no entiendo,NEUTRAL
"Este ser, está plenamente identificado, nombre, apellido y mail. Que acciones legales puede emprender? A quien se denuncia? Pdi? Es ciberacoso?? Ayura por favor",POSITIVO
Tantas personas siguen agrediendo a Liam cada día. La verdad es cansador ya que son los primeros que después escriben sobre el ciberacoso y que hay que respetar a todos. Es muy triste que sigan habiendo comentarios así. Dejen de poner a sus fav sobre otros. Cada uno es especial😔,NEUTRAL
"tiene un nombre se llama ciberacoso, lo podeis buscar en internet por si no sabeis lo que es, así que después de tanto tiempo molestandome a mi y a la gente que me rodea os vuelvo a pedirlo por aquí DEJADME EN PAZ DE UNA VEZ",POSITIVO
"@conectadas_mx @MaluMicher Si eres mujer y pueden descalificarte por tu vida privada, lo harán, pero si eres senadora entonces se ensañarán.
Me parece vergonzoso que haya quienes compartan la distracción de la senadora @MaluMicher
Lo bueno es que ahora la voz de la senadora será mas potente.
#Ciberacoso",NEUTRAL
a la gente se le va la mano soltando mierda x internet y se nos olvida q el ciberacoso es delito q puede llegar a tener pena de cárcel,NEGATIVO
"@Mar13104 Gracias a ti,Mar, Infoacoso a vuestra disposición para todo lo que sea #SeguirSumando contra el #AcosoEsxolar y el #Ciberacoso ,se estudian propuestas de ideas, de noticias,de herramientas e incluso que puedas realizar un Post para su posible publicación en el blog  y #RRSS ,etc.",NEUTRAL
"@ElBaquedanocl El ciberacoso es grave, lamentablemente la idea de las redes sociales se crearon con el fin de unir. Saca lo peor de las personas, creo que en tw se ve más.",POSITIVO
"si ustedes están en contra del r4cismo pero por otro lado fomentan el ciberacoso, y en vez de bloquear a una cuenta que no les agrada empiezan a insultarla, pueden darme unf, gracias.",POSITIVO
"Se suicida joven japonesa víctima de ciberacoso. Tras las mente de un ciber acosador adolescente Bajo rendimiento académico, fracaso escolar y rechazo a la escuela.Conductas antisociales y delictivas.
Dificultades para el cumplimiento de normas.
Relaciones sociales negativas",NEUTRAL
"@eldiariodedross Seguido del bullying, ciberacoso, stalkeo, etc etc etc",NEUTRAL
@jeonghwoons ¿cuándo según tú? ¿en el momento que dijo la verdad sobre la mierda de personas que son aquellas que deciden irse por el ciberacoso?,NEGATIVO
@xunIun las detesto son todas moralistas taradas me citan un video diciendo q es CIBERACOSO Y FOMENTO EL BULLYING andaa,NEUTRAL
"Nenes. Creo que sobra aclarar esto pero por si acaso: ciberacoso 0, en ninguna dirección, nunca.

Gracias.

Sigan con la programación habitual.",NEUTRAL
"@RubenSanchezTW @Alvisepf @facua Vaya, alumno aventajado de Luis Pineda, mafioso, ciberacosador. 

Vas a desvelar los nombres de tu red de ciberacoso #FacuoGate ?",NEUTRAL
"Vi que alguien decía ""por qué te tiene que afectar lo que te digan detrás de una pantalla?"" O SEA wtf sabes los suicidi0s que han habido por ciberacoso/ciberbullyng??? No importa si te lo dicen de frente o detrás de una pantalla TE ESTÁN TIRANDO ODIO y eso afecta muchísimo",POSITIVO
@RubenSanchezTW @Alvisepf @facua Por que no nos hablas de las tácticas de ciberacoso que tu y tus acólitos usabais contra aquellos que no pensaban como usted?,NEGATIVO
"@memestriunfitos Dudo mucho que en sus casas sepan a que se dedican estos infraseres en las RRSS, la solución es sencilla, reporte de cuentas, capturas de los mensajes a la unidad de ciberacoso y bloqueo automático. Igual si les pegan un sustito en serio, dejan de hacer el imbécil",NEUTRAL
"@sandra_gaal Valeria tiene razón, no se puede luchar contra los ultras de la cerveza. Empezáis con el ciberacoso",POSITIVO
"Marico me despertó y veo 200 notificación en mi Twitter! Esto es ciberacoso, los voy a demandar a cada uno de ustedes. Hahahahahah.",POSITIVO
"@epigmenioibarra No al ciberacoso, no nos van a callar, juntos nos vamos a defender¡¡¡¡🤜🤝",POSITIVO
"@taekookonearth Seh asi es la gente con su falsa moral de stan tw tipo si hiciste algo mal te llueve comentarios como sidos0, pt0 o mgolicx aparte del ciberacoso que hacen...  En fin la hipotenusa",NEUTRAL
una tiró q el video era CIBERACOSO PURO clean searches lola ciber acosadora,NEUTRAL
Abro hilo sobre algunos casos en donde el ciberacoso y ciberbullying llegó a mayores...,POSITIVO
"te quejas del hate y el ciberacoso pero le tiras mierda a tu ídolo porque no publicó sobre lo que pasó. en fin, la hipopótamo🦋💕🌈✨💐🧚🏻‍♀️",NEGATIVO
@jmartineze_ @PoliciaPeru el ciberacoso es un delito.,POSITIVO
"@jmartineze_ @rodgonzalezl espero puedas tomarte un momento para leer esto y ayudes a exponer este caso de ciberacoso y discriminación, por favor...",POSITIVO
"@Red_Star_Hall @shurimpo_ @_inunison Hay muchas maneras de hacer daño a la gente.
El ciberacoso es una. 
Burlarte de los seres queridos muertos de una persona es otra. 

Una cosa es ensañarse y otra recriminar. Y creo que recriminarle su mala acción y esperar sus disculpas es legítimo",NEUTRAL
"@shurimpo_ se lleva practicando desde antes de la existencia de cualquier religión organizada y se siguió practicando en estados ""totalmente"" ateos como la URSS , es un simplismo enorme para justificar una actitud de mierda, igual que no es justificable el ciberacoso",NEUTRAL
"Alguien que pueda ayudarme, me han hecho ataques homofobicos por redes sociales y además hostigamiento constante 
¿Qué puedo hacer? Puedo denunciar el ciberacoso? @Movilh",NEUTRAL
"Era falso. Y espero que la chica que recibió tanto hate esté bien. ¿Cómo alguien puede jugar con algo así?
Ojalá con esto entendamos la gravedad del ciberacoso. Porque de igual forma no quita el hecho del daño que le hicieron.
Por favor TPWK🌻.
All the love. S🍉.",POSITIVO
"¿Qué sanciona Youtube? ¿Qué puede provocar el cierre del canal?
Desnudos o contenido sexual
Contenido dañino o peligroso
Contenido de incitación al odio
Contenido violento o gráfico
Acoso y ciberacoso
Spam, metadatos engañosos y estafas",POSITIVO
"Si vieron el post de P'Berm en su historia de IG con el emoji que compartió en la foto de G, él esta dejando en claro ""NO AL CIBERBULLYNG"". No debemos permitir acciones como el odio y daño psicológico en las RRSS. No al ciberacoso !!!!",POSITIVO
@octavio_pr Y las estadísticas en partes de convivencia son 0% en el último trimestre. 0% de expulsiones. 0% de agresiones. Y 100% en ciberacoso. Las estadísticas no engañan,NEUTRAL
Quiero denunciar a la facultad por ciberacoso,POSITIVO
"Entre el ciberacoso, el racismo y la homofobia de hoy en día ya no sé por cual llorar",POSITIVO
"El texto originario de la ""Sura del coronavirus"" pertenece a una internauta argelina, residente en Francia, que ha sido calificada de ""apóstata"" y ha sido víctima de ciberacoso. Su familia recibió incluso varias visitas de la policía argelina para obtener información sobre ella.",POSITIVO
"El tágico suicidio de Hana Kimura, luchadora profesional y protagonista en el reality show Terrace House, cambiará las leyes en Japón. Tras el acoso recibido en redes sociales, el país ha decidido intensificar sus leyes contra el ciberacoso.",POSITIVO
"Pero que mal que aún exita gente que cree que su ignorancia, su poco amor propio puede estar ocultó tras odio, porque si el ciberacoso lastima, no creo que quieras tener que verlo y sentirlo",NEUTRAL
"El mismo odio del que tanto hablamos de otros fandoms... Lo tenemos en el nuestro...
""Harry no merece a esas fans..."", cuanta razón tiene ess frase...
Una chica se suicidó por el ciberacoso... Seguirán diciendo que no es nada malo? Que es algo ""inocente""?",POSITIVO
"@cherryftwalls recibió tanto  odio masivo y ciberacoso, de miles de personas, y no aguanto más, me parece horrible que hayas tenido que pasar eso, espero que descanse en paz en dónde quiere que este.",POSITIVO
"En este caso lo dudo. 
No puede ser que ayer saques un video burlándote de Hugo y hoy pidas Stop al Ciberacoso.
Es muy triste ver a chavales hospitalizados por intentos de suicidio y/o crisis de ansiedad...que si sufren acoso por las redes y por sus propios compañeros, [+++]",POSITIVO
eu hablando del ciberacoso tampoco le tiren hate a hsdaily es la misma acción que dicen que no deberíamos hacer,NEUTRAL
"@bravesunflower2 no, no habla de ella, ni de la situación de ciberacoso, suicidio, nada. te juro que me da mucha bronca y no me entra en la cabeza que lo tomen con ese nivel de desinteres y que les manden comentarios positivos, no banco que vayan a bardearlxs+",POSITIVO
"Se supone que las redes sociales son para difundir amor, para dar buenos mensajes, bueno, todo se está yendo al infierno porque cada vez hay más odio, más homofobia, más racismo, más chantaje, más extorsion, más bullying, más ciberacoso. CADA VEZ HAY MÁS NEGATIVIDAD.",POSITIVO
"Yo te apoyo @jmartineze_
#josi #nohomofobia #ciberacoso 
:'v espero tener razón :'u",NEUTRAL
"Justamente hay un joven de 15 años sufriendo de ciberacoso. 
Debemos detener esto , ya que estos casos pueden acabar en una tragedia (suicidio).",POSITIVO
"El ciberacoso es real muchas personas no lo toman importancia pero daña psicológicamente a una persona, Creo que se debería hacer seguimiento, llegar con la persona que está detrás de la cuenta y tomarse medidas legales 
 #hsdailyisoverparty",POSITIVO
"@CamMttz Cam, la morra se disculpó y está recibiendo ciberacoso, ¿quizá sea mejor bajar este tuit?",POSITIVO
"@MimpPeru @jmartineze_ Que su caso no quede IMPUNE y quede como precedente su caso, caso que sufren miles de personas tanto menores y mayores de edad, PENAS DRASTICAS Y EFICACES contra el ciberacoso!!!",NEUTRAL
"Evita el #CiberAcoso y #Extorsión.
-No proporciones información laboral, personal, económica
-Evita entablar conversaciones con desconocidos
- No aceptes o agregues a personas que no conozcas
-No compartas fotografías intimas o privadas
#Villaflores #Chiapas #911Emergencias.",NEUTRAL
"cansada de que siga existiendo el racismo,  la homofobia y el ciberacoso. y podría seguir y seguir nombrando cosas",POSITIVO
"@cherryftwalls recibió ciberacoso y odio masivo de miles de personas, ella no merecía eso, nadie merece pasar por eso. me parece horrible y asqueroso que exista gente así de mala en el mundo. estamos hablando de una puta vida que se perdió por su culpa.",POSITIVO
@MimpPeru @jmartineze_ está sufriendo ciberacoso. Es un niño de 15 años.,POSITIVO
"@daniel_grana2 @Promete00995730 @MElenaPerezJaen Mira esto qué haces se llama ciberacoso. Seguro la ex comisionada lo sabe y lo entiende. No te contesto con tu mismo tono, ni te doy más explicación porque no vale la pena. Solo respondí a lo que preguntaron. Que tengas bonita noche!",NEUTRAL
"no entiendo como se atreven a defender a esa cuenta cuando vive haciendo bullying a Iouis, a los fans de Iouis, nose como pueden decir que no incito el ciberacoso cuando bien ven todos los follows que tiene y los miles de mg y respuestas al tweets donde dijo mierda falsa hacia L",NEUTRAL
